工况初温_摄氏度,时间_s,电流密度_A每m2,实验电压_V,模型电压_V,电压相对误差_pct,实验温度_摄氏度,模型温度_摄氏度,温度相对误差_pct_摄氏口径,温度相对误差_pct_开尔文口径,MEA平均温度_摄氏度,局部最高温度_摄氏度,模型最大冰体积分数,孔隙最大冰体积分数,膜最大冰体积分数,最大冰所在层,孔隙最大冰饱和度,膜平均未冻含水量_lambda,活化损失_V,欧姆损失_V,浓差损失_V,极限电流密度_A每m2,累计产水_kg每m2,累计排水_kg每m2,冰库存_kg每m2,冰库存与累计产水质量比,累计反应热_J每m2,累计相变热_J每m2,累计吸附等效热_J每m2,累计散热_J每m2,水质量守恒残差_kg每m2,冰质量收支残差_kg每m2,离散能量守恒残差_J每m2,相变潜热重建残差_J每m2,物理状态有效,曾有内部步失效,累计凝结_kg每m2,采样段平均凝结速率_kg每m2每s,累计蒸发_kg每m2,采样段平均蒸发速率_kg每m2每s,累计凝华_kg每m2,采样段平均凝华速率_kg每m2每s,累计升华_kg每m2,采样段平均升华速率_kg每m2每s,累计冻结_kg每m2,采样段平均冻结速率_kg每m2每s,累计融化_kg每m2,采样段平均融化速率_kg每m2每s
-20.0,6.4,100.0,0.765,0.7464299208620683,2.427461325219835,-19.9520861857361,-19.95604066744636,0.01981989087981467,0.0015618144915523773,-19.942528250449357,-19.935975300660033,0.0007338338506319627,0.0007338338506319627,0.00022816936786354024,cCL,0.0017443162601187608,2.993405454404562,0.5098914091784517,0.0023586221607150345,1.8735277926214473e-06,291200.16450250294,3.824428667668543e-05,8.293921492156139e-06,7.253278886708255e-06,0.1896565347924247,292.4843450928868,-18.316931190000094,-20.5556246394576,11.031052063493089,2.273605837019993e-17,1.6940658945086007e-21,8.006607288280065e-08,-1.4210854715202004e-14,1,0,0.0,0.0,7.239445934367886e-08,1.2942171743618547e-08,0.0,0.0,5.6955156614966754e-12,1.0606478636963375e-12,7.253284582223915e-06,1.920484171178202e-06,0.0,0.0
-20.0,6.6,150.0,0.739,0.7275808796169576,1.545212501088279,-19.9488011654811,-19.952658299723936,0.019335168117820538,0.0015233475436095254,-19.93138544815659,-19.920704075799023,0.0007765516782284747,0.0007765516782284747,0.00023845581370180802,cCL,0.001845856140310137,2.993507599364822,0.5275477854948365,0.003536875814603329,2.811180322401985e-06,291150.2129746861,4.0576255376483326e-05,8.553208366612605e-06,7.66159743516405e-06,0.18881972631719146,311.08969595106936,-18.828935513164335,-21.19736596978316,11.73584209412191,2.2817373533136343e-17,1.6940658945086007e-21,8.207318558106635e-08,-2.842170943040401e-14,1,0,0.0,0.0,7.498547121731736e-08,1.2955059368192564e-08,0.0,0.0,5.907883432083238e-12,1.0618388529328171e-12,7.661603343047481e-06,2.041593804117838e-06,0.0,0.0
-20.0,6.8,200.0,0.718,0.7138744715911609,0.574586129364772,-19.9442018461222,-19.947959871085743,0.018842694195217998,0.0014841780839702605,-19.918690023504553,-19.903775361634757,0.000822196166863335,0.000822196166863335,0.00025400335704715626,cCL,0.001954352666658747,2.9937593112900145,0.5400611123039539,0.004714070779862706,3.749529536739011e-06,291094.1598963017,4.384101155620039e-05,8.81249734447277e-06,8.112589299156586e-06,0.1850456686830081,337.68609281588476,-19.326709977074845,-21.839106123756572,12.494487559288487,2.3999831527503346e-17,1.6940658945086007e-21,8.628852654624097e-08,-2.842170943040401e-14,1,0,0.0,0.0,7.757933689206086e-08,1.2969328373717477e-08,0.0,0.0,6.120514692210632e-12,1.0631563006369688e-12,8.112595419671277e-06,2.2549603831189768e-06,0.0,0.0
-20.0,7.0,250.0,0.699,0.7029873827783715,0.570441026948715,-19.93782503582,-19.941926458303556,0.020571062672010205,0.001619757219073084,-19.90446817124706,-19.88524010289433,0.0008718850256949928,0.0008718850256949928,0.00027620285932035074,cCL,0.002072462623472766,2.9942255254415446,0.5497551339358223,0.005889817251790077,4.688647571448724e-06,291032.3360314816,4.803855521583661e-05,9.071800138662628e-06,8.6228786256335e-06,0.17949912496100306,372.4238496692671,-19.804737854775315,-22.48087363936329,13.32790951735825,2.392359856225046e-17,0.0,9.285495039534908e-08,-1.7763568394002505e-14,1,0,0.0,0.0,8.017627654274699e-08,1.2984698253430628e-08,0.0,0.0,6.333426590330209e-12,1.0645594905978839e-12,8.62288495906009e-06,2.5514476969440627e-06,0.0,0.0
-20.0,7.2,320.0,0.682,0.690607723412635,1.2621295326444189,-19.9294963225799,-19.934071135193904,0.02295498360798711,0.0018066517314216017,-19.88541553783145,-19.86034767482775,0.0009267159537246121,0.0009267159537246121,0.0003064473126641245,cCL,0.0022027952311020017,2.99498434955317,0.5604674268377072,0.00753391588859838,6.004452095137346e-06,290950.7471791786,5.335544385137582e-05,9.331135583040164e-06,9.208200757448775e-06,0.17258221641073151,417.09337699016874,-20.25781734787833,-23.122714281269953,14.258503728480807,2.411502800832993e-17,-3.3881317890172014e-21,9.749442497763994e-08,-2.4868995751603507e-14,1,0,0.0,0.0,8.277698904596389e-08,1.3003562516084485e-08,0.0,0.0,6.546671342295151e-12,1.066223759824707e-12,9.20820730412012e-06,2.926611725300153e-06,0.0,0.0
-20.0,7.4,380.0,0.667,0.6817393956066184,2.209804438773375,-19.9200346948561,-19.924501795178713,0.022425163364638834,0.001764048862555159,-19.865410163084988,-19.834850334682812,0.0009878952801974914,0.0009878952801974914,0.0003465312016479678,cCL,0.0023482179229795375,2.9961464150943455,0.5679066905547903,0.008939292592878852,7.1337165185702615e-06,290869.82791313436,5.9884956210809946e-05,9.59052901082849e-06,9.887585224555726e-06,0.16510966777280367,472.6774858644646,-20.679663262320794,-23.764688043847897,15.3139861264826,2.458936645879234e-17,0.0,1.0302219166646864e-07,-7.105427357601002e-15,1,0,0.0,0.0,8.5382699436472e-08,1.3028551952540554e-08,0.0,0.0,6.760317400382677e-12,1.0682302904376307e-12,9.887591984873126e-06,3.3969234037650252e-06,0.0,0.0
-20.0,7.6,400.0,0.653,0.6790565107660548,3.990277299548967,-19.9094720256139,-19.914250645365513,0.024001740204180073,0.001886988543988144,-19.850573966089826,-19.817583354435186,0.0010560814700340546,0.0010560814700340546,0.0003967954585939946,cCL,0.0025102958641170774,2.9978179064348542,0.5701113206206234,0.009401724828274756,7.51139794352717e-06,290813.8287243361,6.716069855417936e-05,9.8500141466412e-06,1.0674266704934677e-05,0.15893620725704058,535.04791744807,-21.065944013272233,-24.406875859736513,16.5191429208123,2.4668987555834243e-17,1.6940658945086007e-21,1.0336083633433191e-07,7.105427357601002e-15,1,0,0.0,0.0,8.799443623256372e-08,1.3058683980458629e-08,0.0,0.0,6.974288210883057e-12,1.0698540525019035e-12,1.0674273679222886e-05,3.933408471748812e-06,0.0,0.0
-20.0,7.8,460.0,0.64,0.6715916033755497,4.936188027429636,-19.897330862705,-19.902551129823053,0.026236017052098194,0.002061288094547835,-19.829313567403744,-19.791485217760965,0.001131089777545055,0.001131089777545055,0.00045674426172196965,cCL,0.0026885899157239245,3.000076237174092,0.5761549658808846,0.010798784571580795,8.64233186317372e-06,290731.2185114031,7.518267088148415e-05,1.010964132730516e-05,1.1571401129996872e-05,0.15391048222053327,604.2636435206074,-21.41573529345356,-25.04939006109004,17.8889158434739,2.4618165578998985e-17,0.0,1.0527712390739907e-07,7.105427357601002e-15,1,0,0.0,0.0,9.061867119310712e-08,1.312117480271703e-08,0.0,0.0,7.1885390873808014e-12,1.0712543824887216e-12,1.157140831853596e-05,4.485673196565365e-06,0.0,0.0
-20.0,8.0,500.0,0.628,0.6670579332211399,6.219416118015912,-19.8836350928311,-19.88960381816736,0.030018280401915422,0.0023566987817144392,-19.808716457081886,-19.766909162147044,0.0012128821168273048,0.0012128821168273048,0.0005276925953301118,cCL,0.0028830095479612664,3.00302409345808,0.5797439382626025,0.011720868165846695,9.397645298731845e-06,290661.69925569487,8.413743068870808e-05,1.0369486324031681e-05,1.2589721774739192e-05,0.14963282895241575,682.0937463487373,-21.72565068248119,-25.69235907944631,19.444685536383716,2.4809595025078457e-17,3.3881317890172014e-21,1.1099256269631042e-07,1.4210854715202004e-14,1,0,0.0,0.0,9.32817116576982e-08,1.3315202322955363e-08,0.0,0.0,7.403177458085907e-12,1.0731918535255292e-12,1.2589729177916647e-05,5.091604296903429e-06,0.0,0.0
-20.0,8.2,560.0,0.616,0.6607636515715857,7.266826553828845,-19.8682541508126,-19.875081032490613,0.03436075271733617,0.0026953705862709726,-19.78394917973293,-19.73691681090881,0.001301161970896745,0.001301161970896745,0.0006103453115331329,cCL,0.0030928499427067863,3.006731517944528,0.5846276811703711,0.013103713189983447,1.0530665856103098e-05,290579.454985786,9.402497797585108e-05,1.0629686854140051e-05,1.3737915279325554e-05,0.14610921028722745,768.6103901493155,-21.993152797659203,-26.33593106743201,21.207297027100644,2.5062010843360238e-17,1.6940658945086007e-21,1.1425401069686814e-07,1.0658141036401503e-14,1,0,0.0,0.0,9.606848876492542e-08,1.3933885536136149e-08,0.0,0.0,7.618199157910118e-12,1.0751084991210548e-12,1.373792289752471e-05,5.740968598040335e-06,0.0,0.0
-20.0,8.4,610.0,0.606,0.6559239725464769,8.238279298098508,-19.8512215782306,-19.859080477776047,0.03958899715302662,0.003102620389412544,-19.75861142429119,-19.706767961200995,0.0013957713253461683,0.0013957713253461683,0.0007060127916285734,cCL,0.003317735501179387,3.0112392650859086,0.5882994028048346,0.014243944930422345,1.1476245175885656e-05,290503.76445408695,0.00010493859149090526,1.0890551942499178e-05,1.5027652025785086e-05,0.14320424747732097,864.7511099954144,-22.215165813873874,-26.98026623844794,23.200988317615185,2.4638494369733088e-17,1.6940658945086007e-21,1.1204689798205436e-07,1.4210854715202004e-14,1,0,0.0,0.0,9.924188282197863e-08,1.5866970285265976e-08,0.0,0.0,7.833669163336231e-12,1.0773500271305617e-12,1.5027659859454248e-05,6.4486848096476575e-06,0.0,0.0
-20.0,8.6,660.0,0.595,0.6513873796813372,9.476870534678525,-19.8325221554474,-19.841682168992747,0.04618683127416341,0.0036160211380947744,-19.732004884974486,-19.675469657386316,0.0014965101135479108,0.0014965101135479108,0.0008152804170499732,cCL,0.003557190666859783,3.0165332783561736,0.591676431266255,0.015374757568374758,1.2422765661426817e-05,290427.9507608244,0.00011678499248587851,1.1152653554373637e-05,1.6468259944547193e-05,0.14101349491920814,969.7033014401171,-22.389961077878212,-27.625512410282106,25.449178836615214,2.4050653504338604e-17,6.776263578034403e-21,1.1638983821171678e-07,1.7763568394002505e-14,1,0,0.0,0.0,1.0329597306194992e-07,2.027045119985652e-08,0.0,0.0,8.100976876097815e-12,1.336538563807923e-12,1.6468268045524062e-05,7.2030409303490965e-06,0.0,0.0
-20.0,8.8,740.0,0.586,0.6446248013705126,10.004232315787139,-19.8115715300036,-19.82211022486041,0.05319464354884017,0.00415992746163934,-19.698583141499427,-19.634990619702904,0.0016033543080566294,0.0016033543080566294,0.0009390874359057493,cCL,0.003811158326733134,3.0225717070013998,0.5965858410077391,0.017190615848226606,1.3937383291434974e-05,290329.9954100885,0.00012984401720474677,1.1415469480806338e-05,1.8070066517532508e-05,0.13916749424841357,1086.198023051234,-22.512647063645296,-28.27190932595701,27.976250617463595,2.3476365166100188e-17,-3.3881317890172014e-21,1.126774797910457e-07,2.1316282072803006e-14,1,0,0.0,0.0,1.0755632004552217e-07,2.1301734917861123e-08,0.0,0.0,8.451129338310922e-12,1.7507623110655245e-12,1.807007496866185e-05,8.009034615688902e-06,0.0,0.0
-20.0,9.0,780.0,0.576,0.6414844127067015,11.368821650469025,-19.7886399100623,-19.801193657446646,0.06343916227391493,0.004954878431300184,-19.66903498777998,-19.600973796742352,0.001716582913058958,0.001716582913058958,0.0010786731210683514,cCL,0.004080301671164625,3.029318987503324,0.5988184946937609,0.018067262032134435,1.469751616773475e-05,290255.74035321386,0.0001440223868995179,1.1678838307474316e-05,1.9849413832855766e-05,0.13782172522042968,1213.4168203124511,-22.57748759375716,-28.919660569247434,30.813196302427247,2.341537879389788e-17,-3.3881317890172014e-21,1.1576010905400835e-07,1.4210854715202004e-14,1,0,0.0,0.0,1.1182778933048023e-07,2.135734642479039e-08,0.0,0.0,8.802329689742064e-12,1.7560017571557191e-12,1.984942263518546e-05,8.89673833261808e-06,0.0,0.0
-20.0,9.2,830.0,0.568,0.6377097645642825,12.272845873993411,-19.7641935453112,-19.778950824772664,0.07466674229652132,0.005824035555875603,-19.63750255212284,-19.56479757283097,0.0018359925656318682,0.0018359925656318682,0.0012333696193543285,cCL,0.004364137308371448,3.036695702337661,0.6014629092810607,0.019164378105302485,1.5647676577951156e-05,290173.63068382716,0.0001590402653262163,1.1942823378265307e-05,2.1813384378472725e-05,0.13715636309918175,1348.7268180591823,-22.582278540942674,-29.56892863466563,33.98283837242738,2.2791962544718714e-17,-6.776263578034403e-21,1.1555108159200245e-07,1.0658141036401503e-14,1,0,0.0,0.0,1.161088195387433e-07,2.140515104131545e-08,0.0,0.0,9.154435479864059e-12,1.7605289506099798e-12,2.181339353290821e-05,9.819854488613791e-06,0.0,0.0
-20.0,9.4,900.0,0.559,0.6326762229692284,13.180004108985397,-19.7383556279195,-19.754746284721534,0.08303962655759528,0.0064679967026173,-19.600613959204082,-19.521502116266873,0.001961467370678473,0.001961467370678473,0.0014034595390135453,cCL,0.0046623897567826785,3.044635464664593,0.6049124789276088,0.020708637686005428,1.6978037217805226e-05,290075.5896608984,0.00017517748872881777,1.2207490499270591e-05,2.3969785061550924e-05,0.13683142300696624,1494.8881299864254,-22.52458090525374,-30.219874886846362,37.50822536473945,2.2791962544718714e-17,0.0,1.1529161980661229e-07,1.0658141036401503e-14,1,0,0.0,0.0,1.204010183792028e-07,2.1460994202297426e-08,0.0,0.0,9.507597107890334e-12,1.7658081401313666e-12,2.3969794569148033e-05,1.078200518119905e-05,0.0,0.0
-20.0,9.6,920.0,0.551,0.6313572633652159,14.583895347589085,-19.7111325575219,-19.72975810993188,0.09449255315809629,0.007349130225341844,-19.57007875092134,-19.488155384606586,0.002092989547000862,0.002092989547000862,0.0015891653857058876,cCL,0.004975016750655721,3.0530916111339117,0.6058151421493805,0.021094669125410262,1.7362258999647776e-05,290008.59988552873,0.0001921542208633464,1.2472893500413646e-05,2.63291860360722e-05,0.13702111729721841,1649.2210164042483,-22.401001203778648,-30.872631913186364,41.41641865220243,2.2243085194897927e-17,3.3881317890172014e-21,1.1312038594724072e-07,2.842170943040401e-14,1,0,0.0,0.0,1.2470443906867286e-07,2.1517103447350306e-08,0.0,0.0,9.861821724850826e-12,1.7711230848024653e-12,2.632919589789392e-05,1.1797006643729475e-05,0.0,0.0
-20.0,9.8,970.0,0.544,0.6280185823403368,15.44459234197367,-19.6822898265502,-19.7035362231386,0.10794677233001125,0.008382289236707922,-19.534841600519258,-19.448526581046707,0.002230034294408495,0.002230034294408495,0.0017890588670463666,cCL,0.005300770844802698,3.0619848603957736,0.6080554624908896,0.022156839033495943,1.8315812631613605e-05,289921.4377577981,0.00020978390423381855,1.2739074245053633e-05,2.8892069047410456e-05,0.13772300192872883,1809.9344056621724,-22.211484503466927,-31.52730974449343,45.72326821944939,2.2366752005197055e-17,3.3881317890172014e-21,1.1465409954780625e-07,3.552713678800501e-14,1,0,0.0,0.0,1.2901738032266256e-07,2.1564706269948398e-08,0.0,0.0,1.0216953201621877e-11,1.7756573838552456e-12,2.8892079264363655e-05,1.2814416832348609e-05,0.0,0.0
-20.0,10.0,1020.0,0.538,0.6248119724495211,16.136054358647044,-19.6517115275147,-19.675823536761783,0.12269673922968001,0.009511704947743975,-19.497332923332152,-19.406118560541728,0.0023724333732269205,0.0023724333732269205,0.0020034372756527878,cCL,0.005639252135077063,3.0712740344230984,0.6101733783904114,0.023206850609471877,1.9270770030583852e-05,289832.0211866262,0.0002283463750842097,1.3006081463438148e-05,3.166430930425001e-05,0.1386678868564164,1979.8016474963244,-21.95419293635932,-32.18402513920523,50.44858743830976,2.243282057508289e-17,1.3552527156068805e-20,1.139995902121882e-07,2.842170943040401e-14,1,0,0.0,0.0,1.333419792342681e-07,2.1622994558027724e-08,0.0,0.0,1.0573186498189855e-11,1.7811664828398995e-12,3.16643198774365e-05,1.3861203065364257e-05,0.0,0.0
-20.0,10.2,1060.0,0.531,0.6223544912712701,17.204235644306976,-19.6194645915181,-19.646924694667717,0.13996357047118294,0.010831083169281842,-19.46013372531789,-19.364793736237914,0.0025201423468139447,0.0025201423468139447,0.002232429421761959,cCL,0.005990354995992262,3.0809350098820407,0.611781052354519,0.024019058575010056,2.003703517223009e-05,289747.0553507888,0.00024774835466652813,1.3273953130506102e-05,3.4653616710164797e-05,0.13987425570114856,2157.9383234498287,-21.626649092585808,-32.842870823095865,55.6147162758333,2.210586585744273e-17,1.3552527156068805e-20,1.13732994577731e-07,2.842170943040401e-14,1,0,0.0,0.0,1.3767899106340234e-07,2.168505914567132e-08,0.0,0.0,1.093053697622517e-11,1.7867523901765761e-12,3.465362764070176e-05,1.4946538816326382e-05,0.0,0.0
-20.0,10.4,1130.0,0.525,0.6181324061085299,17.73950592543427,-19.5855556675234,-19.61611413791195,0.1560255471292062,0.012051559700728399,-19.41650629713132,-19.314780789200597,0.002673130621087849,0.002673130621087849,0.0024762422964749726,cCL,0.006354006705699664,3.0909503202383695,0.6144807812159561,0.025495724828026076,2.1374951982683858e-05,289639.68810999504,0.00026817640047675773,1.3542731839050354e-05,3.7866797561033316e-05,0.1412010806831422,2346.2326590321522,-21.226691823702037,-33.50393967090074,61.242898260100645,2.3081647812679684e-17,0.0,1.155611784042776e-07,2.4868995751603507e-14,1,0,0.0,0.0,1.420350385841796e-07,2.178023760388624e-08,0.0,0.0,1.1289080634868115e-11,1.7927182932147183e-12,3.786680885011395e-05,1.6065906047060843e-05,0.0,0.0
-20.0,10.6,1170.0,0.52,0.6158629447886769,18.43518169013016,-19.5499304519921,-19.58397853762102,0.17415962533744825,0.013425897591276353,-19.375444936089053,-19.26921408886713,0.0028316336406937117,0.0028316336406937117,0.002735806282214136,cCL,0.006730766913937988,3.101324319559341,0.6159197257778597,0.026284848716835375,2.2144080914476986e-05,289548.8321224639,0.0002896305125148984,1.3812493641789278e-05,4.131716296049228e-05,0.1426547313738809,2544.7245517819815,-20.750081910476602,-34.167322867412985,67.36074869850188,2.2400633323087227e-17,6.776263578034403e-21,1.1278766010036634e-07,2.842170943040401e-14,1,0,0.0,0.0,1.4645419373197772e-07,2.2095775738990605e-08,0.0,0.0,1.1648941568992845e-11,1.7993046706236569e-12,4.131717460943384e-05,1.7251828796599535e-05,0.0,0.0
-20.0,10.8,1260.0,0.513,0.6107916291366386,19.06269573813619,-19.5123469549534,-19.549426629743266,0.1900318545763258,0.014619152300419588,-19.32472528790578,-19.210427154638296,0.003011413958088433,0.0029957131132923387,0.003011413958088433,PEM,0.007120782299244921,3.112050023379331,0.6190443018478111,0.028177841902726392,2.3867135018055578e-05,289422.18212704494,0.00031229724827693374,1.4083488555901091e-05,4.5014758072400575e-05,0.14414074514189487,2755.3379427519444,-20.19415722494895,-34.83309574591045,73.99303114059477,2.25920627691667e-17,-6.776263578034403e-21,1.0734420641256293e-07,2.4868995751603507e-14,1,0,0.0,0.0,1.5118189864214667e-07,2.3638524550844655e-08,0.0,0.0,1.2010154398281937e-11,1.8060641464454507e-12,4.501477008255498e-05,1.8487977365605594e-05,0.0,0.0
-20.0,11.0,1310.0,0.511,0.6081550063438873,19.012721398020997,-19.4731881161943,-19.51315937913546,0.20526306582493928,0.015756766511030824,-19.277272564680743,-19.15717554222323,0.003304675904584138,0.003165747153513829,0.003304675904584138,PEM,0.0075249516365909885,3.123151819307774,0.6206469815124978,0.029163485444478544,2.483059766535194e-05,289317.7610571659,0.0003362698865108559,1.4356504166211049e-05,4.8975365114259516e-05,0.14564302983662628,2979.065329824873,-19.555614861067163,-35.50131504339829,81.17446299359898,2.3047766494789512e-17,0.0,1.0609227274471777e-07,1.4210854715202004e-14,1,0,0.0,0.0,1.569802224721133e-07,2.8991619149833236e-08,0.0,0.0,1.2425442230931513e-11,2.076439163247885e-12,4.897537753970175e-05,1.980303728573391e-05,0.0,0.0
-20.0,11.2,1340.0,0.507,0.606671993353309,19.65917028664872,-19.4329621612014,-19.476030148615564,0.22162337916837022,0.016974810907862216,-19.2330821982832,-19.109258087718416,0.0036147155372730287,0.003341568388565619,0.0036147155372730287,PEM,0.007942877082399855,3.1346071944895604,0.6215564250179514,0.029693943512888246,2.541348496247431e-05,289225.5448350463,0.0003609887547287133,1.4630910664276708e-05,5.320655369604619e-05,0.14739116661966783,3210.3005584862367,-18.830118727315206,-36.17208057913709,88.93133140138693,2.110128478199913e-17,2.0328790734103208e-20,1.0570286690381181e-07,1.7763568394002505e-14,1,0,0.0,0.0,1.6308485467396144e-07,3.05231610092408e-08,0.0,0.0,1.2929797694839713e-11,2.5217773195410117e-12,5.3206566625843866e-05,2.1155945430710658e-05,0.0,0.0
